text,label
fuel transit taxi #9910 $76.46,ITEM
Thank you for your purchase!,O
Receipt #: 66582,O
Shell,STORE
Date: 2025-03-29,DATE
Total: $71.98,TOTAL
taxi fuel $71.98,ITEM
Thank you for your purchase!,O
Receipt #: 28418,O
Lyft,STORE
Date: 2025-03-23,DATE
Total: $22.42,TOTAL
taxi ride $22.42,ITEM
Thank you for your purchase!,O
Receipt #: 64266,O
Local Clinic,STORE
Date: 2025-04-11,DATE
Total: $168.99,TOTAL
medicine health $168.99,ITEM
Thank you for your purchase!,O
Receipt #: 29804,O
Verizon,STORE
Date: 2025-04-07,DATE
Total: $772.66,TOTAL
utility service monthly $772.66,ITEM
Thank you for your purchase!,O
Receipt #: 77616,O
Target,STORE
Date: 2025-04-18,DATE
Total: $176.84,TOTAL
accessories shoes purchase #2322 $176.84,ITEM
Thank you for your purchase!,O
Receipt #: 47341,O
Trader Joes,STORE
Date: 2025-04-09,DATE
Total: $168.88,TOTAL
bread food produce #8824 $168.88,ITEM
Thank you for your purchase!,O
Receipt #: 77029,O
Xbox,STORE
Date: 2025-03-28,DATE
Total: $32.70,TOTAL
streaming movie game $32.70,ITEM
Thank you for your purchase!,O
Receipt #: 63991,O
Steam,STORE
Date: 2025-03-24,DATE
Total: $35.27,TOTAL
streaming music $35.27,ITEM
Thank you for your purchase!,O
Receipt #: 44903,O
Lyft,STORE
Date: 2025-03-24,DATE
Total: $54.41,TOTAL
gas $54.41,ITEM
Thank you for your purchase!,O
Receipt #: 98698,O
Various Services,STORE
Date: 2025-04-21,DATE
Total: $426.45,TOTAL
payment misc $426.45,ITEM
Thank you for your purchase!,O
Receipt #: 22973,O
Amazon,STORE
Date: 2025-04-08,DATE
Total: $72.18,TOTAL
shoes accessories electronics #7033 $72.18,ITEM
Thank you for your purchase!,O
Receipt #: 50464,O
Various Services,STORE
Date: 2025-04-21,DATE
Total: $883.00,TOTAL
payment $883.00,ITEM
Thank you for your purchase!,O
Receipt #: 26991,O
Water Service,STORE
Date: 2025-03-27,DATE
Total: $467.16,TOTAL
service bill payment $467.16,ITEM
Thank you for your purchase!,O
Receipt #: 32159,O
BP,STORE
Date: 2025-04-17,DATE
Total: $77.92,TOTAL
transportation $77.92,ITEM
Thank you for your purchase!,O
Receipt #: 32695,O
Trader Joes,STORE
Date: 2025-04-16,DATE
Total: $138.89,TOTAL
groceries $138.89,ITEM
Thank you for your purchase!,O
Receipt #: 66586,O
Shell,STORE
Date: 2025-04-08,DATE
Total: $20.87,TOTAL
transportation $20.87,ITEM
Thank you for your purchase!,O
Receipt #: 95176,O
Verizon,STORE
Date: 2025-04-02,DATE
Total: $596.91,TOTAL
bill $596.91,ITEM
Thank you for your purchase!,O
Receipt #: 80033,O
Walmart,STORE
Date: 2025-03-30,DATE
Total: $58.49,TOTAL
bread $58.49,ITEM
Thank you for your purchase!,O
Receipt #: 48121,O
Chipotle,STORE
Date: 2025-04-17,DATE
Total: $863.62,TOTAL
meal restaurant $863.62,ITEM
Thank you for your purchase!,O
Receipt #: 41759,O
Local Restaurant,STORE
Date: 2025-03-23,DATE
Total: $801.12,TOTAL
takeout dinner meal $801.12,ITEM
Thank you for your purchase!,O
Receipt #: 67214,O
Best Buy,STORE
Date: 2025-03-28,DATE
Total: $257.01,TOTAL
shoes $257.01,ITEM
Thank you for your purchase!,O
Receipt #: 97168,O
Amazon,STORE
Date: 2025-04-15,DATE
Total: $103.79,TOTAL
clothes shoes $103.79,ITEM
Thank you for your purchase!,O
Receipt #: 26524,O
Walmart,STORE
Date: 2025-03-25,DATE
Total: $167.97,TOTAL
produce #9037 $167.97,ITEM
Thank you for your purchase!,O
Receipt #: 87648,O
Amazon,STORE
Date: 2025-04-19,DATE
Total: $202.71,TOTAL
electronics purchase $202.71,ITEM
Thank you for your purchase!,O
Receipt #: 60655,O
Lyft,STORE
Date: 2025-03-23,DATE
Total: $13.44,TOTAL
transit ride taxi $13.44,ITEM
Thank you for your purchase!,O
Receipt #: 79246,O
Trader Joes,STORE
Date: 2025-03-23,DATE
Total: $129.67,TOTAL
meat food groceries $129.67,ITEM
Thank you for your purchase!,O
Receipt #: 83166,O
Shell,STORE
Date: 2025-03-27,DATE
Total: $7.15,TOTAL
transportation gas $7.15,ITEM
Thank you for your purchase!,O
Receipt #: 56271,O
Kroger,STORE
Date: 2025-04-19,DATE
Total: $57.70,TOTAL
meat food $57.70,ITEM
Thank you for your purchase!,O
Receipt #: 24574,O
Electric Company,STORE
Date: 2025-04-09,DATE
Total: $726.42,TOTAL
monthly $726.42,ITEM
Thank you for your purchase!,O
Receipt #: 59410,O
Trader Joes,STORE
Date: 2025-04-20,DATE
Total: $75.16,TOTAL
dairy meat #9289 $75.16,ITEM
Thank you for your purchase!,O
Receipt #: 99110,O
AMC Theaters,STORE
Date: 2025-04-17,DATE
Total: $18.83,TOTAL
streaming entertainment movie #2659 $18.83,ITEM
Thank you for your purchase!,O
Receipt #: 26330,O
Xbox,STORE
Date: 2025-03-27,DATE
Total: $14.59,TOTAL
entertainment music streaming $14.59,ITEM
Thank you for your purchase!,O
Receipt #: 13367,O
Best Buy,STORE
Date: 2025-04-18,DATE
Total: $105.85,TOTAL
clothes purchase shoes $105.85,ITEM
Thank you for your purchase!,O
Receipt #: 71750,O
Walmart,STORE
Date: 2025-04-07,DATE
Total: $49.98,TOTAL
bread groceries #8573 $49.98,ITEM
Thank you for your purchase!,O
Receipt #: 27219,O
Trader Joes,STORE
Date: 2025-04-21,DATE
Total: $190.74,TOTAL
bread #3083 $190.74,ITEM
Thank you for your purchase!,O
Receipt #: 76826,O
AT&T,STORE
Date: 2025-04-11,DATE
Total: $51.34,TOTAL
service monthly $51.34,ITEM
Thank you for your purchase!,O
Receipt #: 31462,O
AMC Theaters,STORE
Date: 2025-04-17,DATE
Total: $32.52,TOTAL
movie $32.52,ITEM
Thank you for your purchase!,O
Receipt #: 84313,O
Safeway,STORE
Date: 2025-04-16,DATE
Total: $168.25,TOTAL
produce bread $168.25,ITEM
Thank you for your purchase!,O
Receipt #: 65280,O
Lyft,STORE
Date: 2025-04-08,DATE
Total: $12.84,TOTAL
transit $12.84,ITEM
Thank you for your purchase!,O
Receipt #: 25784,O
Electric Company,STORE
Date: 2025-04-16,DATE
Total: $375.66,TOTAL
payment service monthly $375.66,ITEM
Thank you for your purchase!,O
Receipt #: 82604,O
Local Clinic,STORE
Date: 2025-04-02,DATE
Total: $60.77,TOTAL
health $60.77,ITEM
Thank you for your purchase!,O
Receipt #: 82470,O
Walmart,STORE
Date: 2025-04-15,DATE
Total: $36.61,TOTAL
meat food groceries $36.61,ITEM
Thank you for your purchase!,O
Receipt #: 57151,O
Electric Company,STORE
Date: 2025-04-21,DATE
Total: $837.60,TOTAL
utility service monthly $837.60,ITEM
Thank you for your purchase!,O
Receipt #: 29429,O
Walmart,STORE
Date: 2025-04-02,DATE
Total: $144.87,TOTAL
groceries dairy food $144.87,ITEM
Thank you for your purchase!,O
Receipt #: 69010,O
Local Restaurant,STORE
Date: 2025-03-29,DATE
Total: $794.11,TOTAL
restaurant delivery $794.11,ITEM
Thank you for your purchase!,O
Receipt #: 18185,O
Shell,STORE
Date: 2025-03-27,DATE
Total: $75.18,TOTAL
transit taxi transportation #1839 $75.18,ITEM
Thank you for your purchase!,O
Receipt #: 87020,O
Local Clinic,STORE
Date: 2025-03-28,DATE
Total: $219.03,TOTAL
prescription #1099 $219.03,ITEM
Thank you for your purchase!,O
Receipt #: 59859,O
Trader Joes,STORE
Date: 2025-03-28,DATE
Total: $102.48,TOTAL
meat produce bread #8772 $102.48,ITEM
Thank you for your purchase!,O
Receipt #: 86058,O
Walgreens,STORE
Date: 2025-04-14,DATE
Total: $198.30,TOTAL
doctor $198.30,ITEM
Thank you for your purchase!,O
Receipt #: 47547,O
Various Services,STORE
Date: 2025-04-01,DATE
Total: $333.82,TOTAL
service #5496 $333.82,ITEM
Thank you for your purchase!,O
Receipt #: 68495,O
Local Clinic,STORE
Date: 2025-04-12,DATE
Total: $344.83,TOTAL
medicine $344.83,ITEM
Thank you for your purchase!,O
Receipt #: 83638,O
Steam,STORE
Date: 2025-04-15,DATE
Total: $24.35,TOTAL
streaming entertainment music $24.35,ITEM
Thank you for your purchase!,O
Receipt #: 29695,O
Amazon,STORE
Date: 2025-04-17,DATE
Total: $78.52,TOTAL
purchase $78.52,ITEM
Thank you for your purchase!,O
Receipt #: 42116,O
Best Buy,STORE
Date: 2025-04-06,DATE
Total: $27.91,TOTAL
electronics shoes clothes $27.91,ITEM
Thank you for your purchase!,O
Receipt #: 88427,O
Electric Company,STORE
Date: 2025-04-14,DATE
Total: $335.80,TOTAL
bill utility $335.80,ITEM
Thank you for your purchase!,O
Receipt #: 50244,O
Various Services,STORE
Date: 2025-03-23,DATE
Total: $782.75,TOTAL
payment $782.75,ITEM
Thank you for your purchase!,O
Receipt #: 80589,O
Quest Diagnostics,STORE
Date: 2025-04-09,DATE
Total: $276.10,TOTAL
prescription doctor health $276.10,ITEM
Thank you for your purchase!,O
Receipt #: 54354,O
Xbox,STORE
Date: 2025-04-12,DATE
Total: $27.20,TOTAL
entertainment $27.20,ITEM
Thank you for your purchase!,O
Receipt #: 10442,O
AT&T,STORE
Date: 2025-03-30,DATE
Total: $901.31,TOTAL
bill service monthly #6255 $901.31,ITEM
Thank you for your purchase!,O
Receipt #: 71223,O
Electric Company,STORE
Date: 2025-04-19,DATE
Total: $106.65,TOTAL
monthly $106.65,ITEM
Thank you for your purchase!,O
Receipt #: 60164,O
Netflix,STORE
Date: 2025-04-19,DATE
Total: $23.81,TOTAL
music game $23.81,ITEM
Thank you for your purchase!,O
Receipt #: 99087,O
Lyft,STORE
Date: 2025-03-24,DATE
Total: $29.40,TOTAL
transportation transit #7127 $29.40,ITEM
Thank you for your purchase!,O
Receipt #: 64456,O
Whole Foods,STORE
Date: 2025-04-08,DATE
Total: $123.06,TOTAL
bread #8338 $123.06,ITEM
Thank you for your purchase!,O
Receipt #: 62650,O
Uber,STORE
Date: 2025-04-15,DATE
Total: $78.04,TOTAL
fuel $78.04,ITEM
Thank you for your purchase!,O
Receipt #: 66009,O
Verizon,STORE
Date: 2025-04-13,DATE
Total: $433.78,TOTAL
payment monthly $433.78,ITEM
Thank you for your purchase!,O
Receipt #: 26971,O
Water Service,STORE
Date: 2025-04-10,DATE
Total: $172.47,TOTAL
payment $172.47,ITEM
Thank you for your purchase!,O
Receipt #: 65911,O
Water Service,STORE
Date: 2025-04-08,DATE
Total: $195.36,TOTAL
service payment $195.36,ITEM
Thank you for your purchase!,O
Receipt #: 68170,O
Steam,STORE
Date: 2025-04-15,DATE
Total: $29.74,TOTAL
movie music $29.74,ITEM
Thank you for your purchase!,O
Receipt #: 54162,O
Electric Company,STORE
Date: 2025-04-06,DATE
Total: $973.86,TOTAL
utility #4116 $973.86,ITEM
Thank you for your purchase!,O
Receipt #: 72301,O
Quest Diagnostics,STORE
Date: 2025-04-06,DATE
Total: $191.90,TOTAL
medicine health medical $191.90,ITEM
Thank you for your purchase!,O
Receipt #: 49904,O
Various Services,STORE
Date: 2025-03-24,DATE
Total: $562.47,TOTAL
other service payment $562.47,ITEM
Thank you for your purchase!,O
Receipt #: 41357,O
AT&T,STORE
Date: 2025-04-18,DATE
Total: $904.30,TOTAL
bill service utility $904.30,ITEM
Thank you for your purchase!,O
Receipt #: 43581,O
Shell,STORE
Date: 2025-04-03,DATE
Total: $41.67,TOTAL
gas #8995 $41.67,ITEM
Thank you for your purchase!,O
Receipt #: 31485,O
Pizza Hut,STORE
Date: 2025-04-08,DATE
Total: $205.74,TOTAL
lunch takeout $205.74,ITEM
Thank you for your purchase!,O
Receipt #: 95016,O
H&M,STORE
Date: 2025-04-19,DATE
Total: $81.14,TOTAL
shoes accessories purchase $81.14,ITEM
Thank you for your purchase!,O
Receipt #: 79205,O
Quest Diagnostics,STORE
Date: 2025-04-07,DATE
Total: $344.46,TOTAL
health medicine doctor #8400 $344.46,ITEM
Thank you for your purchase!,O
Receipt #: 48861,O
Walmart,STORE
Date: 2025-03-29,DATE
Total: $130.36,TOTAL
food $130.36,ITEM
Thank you for your purchase!,O
Receipt #: 81465,O
Whole Foods,STORE
Date: 2025-04-02,DATE
Total: $117.11,TOTAL
food $117.11,ITEM
Thank you for your purchase!,O
Receipt #: 46024,O
Uber,STORE
Date: 2025-04-05,DATE
Total: $37.36,TOTAL
transit transportation #1915 $37.36,ITEM
Thank you for your purchase!,O
Receipt #: 74085,O
Whole Foods,STORE
Date: 2025-03-28,DATE
Total: $70.79,TOTAL
food $70.79,ITEM
Thank you for your purchase!,O
Receipt #: 85877,O
Safeway,STORE
Date: 2025-04-17,DATE
Total: $91.93,TOTAL
groceries meat produce $91.93,ITEM
Thank you for your purchase!,O
Receipt #: 90140,O
Walgreens,STORE
Date: 2025-04-02,DATE
Total: $69.61,TOTAL
health $69.61,ITEM
Thank you for your purchase!,O
Receipt #: 79371,O
Unknown Vendor,STORE
Date: 2025-04-09,DATE
Total: $598.43,TOTAL
service other payment $598.43,ITEM
Thank you for your purchase!,O
Receipt #: 81749,O
Best Buy,STORE
Date: 2025-03-26,DATE
Total: $23.84,TOTAL
purchase accessories #6550 $23.84,ITEM
Thank you for your purchase!,O
Receipt #: 52670,O
Uber,STORE
Date: 2025-04-05,DATE
Total: $74.13,TOTAL
ride $74.13,ITEM
Thank you for your purchase!,O
Receipt #: 38886,O
Xbox,STORE
Date: 2025-04-01,DATE
Total: $22.95,TOTAL
movie music game $22.95,ITEM
Thank you for your purchase!,O
Receipt #: 99837,O
Miscellaneous,STORE
Date: 2025-04-14,DATE
Total: $627.10,TOTAL
payment $627.10,ITEM
Thank you for your purchase!,O
Receipt #: 29022,O
H&M,STORE
Date: 2025-03-31,DATE
Total: $293.88,TOTAL
purchase accessories clothes $293.88,ITEM
Thank you for your purchase!,O
Receipt #: 55327,O
Netflix,STORE
Date: 2025-04-02,DATE
Total: $16.80,TOTAL
entertainment streaming $16.80,ITEM
Thank you for your purchase!,O
Receipt #: 44141,O
Trader Joes,STORE
Date: 2025-04-20,DATE
Total: $59.74,TOTAL
bread groceries dairy $59.74,ITEM
Thank you for your purchase!,O
Receipt #: 29251,O
Various Services,STORE
Date: 2025-03-31,DATE
Total: $369.77,TOTAL
general payment #4583 $369.77,ITEM
Thank you for your purchase!,O
Receipt #: 67130,O
Uber,STORE
Date: 2025-03-28,DATE
Total: $68.69,TOTAL
ride $68.69,ITEM
Thank you for your purchase!,O
Receipt #: 96953,O
Verizon,STORE
Date: 2025-04-20,DATE
Total: $470.66,TOTAL
monthly utility bill $470.66,ITEM
Thank you for your purchase!,O
Receipt #: 42495,O
Walmart,STORE
Date: 2025-04-18,DATE
Total: $61.42,TOTAL
meat food bread $61.42,ITEM
Thank you for your purchase!,O
Receipt #: 97660,O
Subway,STORE
Date: 2025-04-20,DATE
Total: $459.40,TOTAL
takeout #3152 $459.40,ITEM
Thank you for your purchase!,O
Receipt #: 44705,O
Metro,STORE
Date: 2025-04-05,DATE
Total: $30.64,TOTAL
fuel $30.64,ITEM
Thank you for your purchase!,O
Receipt #: 91390,O
Water Service,STORE
Date: 2025-04-05,DATE
Total: $57.50,TOTAL
service $57.50,ITEM
Thank you for your purchase!,O
Receipt #: 97473,O
Spotify,STORE
Date: 2025-04-11,DATE
Total: $18.67,TOTAL
streaming game entertainment #8574 $18.67,ITEM
Thank you for your purchase!,O
Receipt #: 62872,O
Water Service,STORE
Date: 2025-04-02,DATE
Total: $608.92,TOTAL
payment $608.92,ITEM
Thank you for your purchase!,O
Receipt #: 45368,O
Subway,STORE
Date: 2025-04-18,DATE
Total: $309.79,TOTAL
lunch dinner $309.79,ITEM
Thank you for your purchase!,O
Receipt #: 25396,O
BP,STORE
Date: 2025-03-27,DATE
Total: $48.95,TOTAL
gas transit ride $48.95,ITEM
Thank you for your purchase!,O
Receipt #: 28050,O
Netflix,STORE
Date: 2025-03-25,DATE
Total: $48.77,TOTAL
streaming $48.77,ITEM
Thank you for your purchase!,O
Receipt #: 24232,O
CVS,STORE
Date: 2025-04-15,DATE
Total: $92.66,TOTAL
medicine health doctor $92.66,ITEM
Thank you for your purchase!,O
Receipt #: 40444,O
BP,STORE
Date: 2025-04-19,DATE
Total: $7.74,TOTAL
taxi ride #3418 $7.74,ITEM
Thank you for your purchase!,O
Receipt #: 13117,O
Steam,STORE
Date: 2025-04-19,DATE
Total: $49.79,TOTAL
game #4734 $49.79,ITEM
Thank you for your purchase!,O
Receipt #: 42193,O
AMC Theaters,STORE
Date: 2025-04-19,DATE
Total: $38.03,TOTAL
streaming #4252 $38.03,ITEM
Thank you for your purchase!,O
Receipt #: 85969,O
Kroger,STORE
Date: 2025-04-19,DATE
Total: $73.43,TOTAL
produce groceries meat #4188 $73.43,ITEM
Thank you for your purchase!,O
Receipt #: 52927,O
Netflix,STORE
Date: 2025-04-10,DATE
Total: $48.15,TOTAL
entertainment movie game #2705 $48.15,ITEM
Thank you for your purchase!,O
Receipt #: 63309,O
Target,STORE
Date: 2025-04-02,DATE
Total: $256.70,TOTAL
shoes electronics purchase #3641 $256.70,ITEM
Thank you for your purchase!,O
Receipt #: 20480,O
BP,STORE
Date: 2025-03-24,DATE
Total: $76.81,TOTAL
transit fuel $76.81,ITEM
Thank you for your purchase!,O
Receipt #: 98806,O
Kroger,STORE
Date: 2025-04-06,DATE
Total: $129.90,TOTAL
bread $129.90,ITEM
Thank you for your purchase!,O
Receipt #: 23994,O
Trader Joes,STORE
Date: 2025-04-05,DATE
Total: $54.49,TOTAL
bread produce meat $54.49,ITEM
Thank you for your purchase!,O
Receipt #: 71181,O
Spotify,STORE
Date: 2025-04-08,DATE
Total: $35.67,TOTAL
entertainment movie music $35.67,ITEM
Thank you for your purchase!,O
Receipt #: 40147,O
Verizon,STORE
Date: 2025-03-28,DATE
Total: $569.14,TOTAL
payment utility #9932 $569.14,ITEM
Thank you for your purchase!,O
Receipt #: 99514,O
Whole Foods,STORE
Date: 2025-03-23,DATE
Total: $33.70,TOTAL
meat bread food $33.70,ITEM
Thank you for your purchase!,O
Receipt #: 67189,O
Whole Foods,STORE
Date: 2025-04-18,DATE
Total: $126.65,TOTAL
meat bread #6017 $126.65,ITEM
Thank you for your purchase!,O
Receipt #: 96466,O
Nike,STORE
Date: 2025-04-21,DATE
Total: $102.03,TOTAL
purchase accessories clothes $102.03,ITEM
Thank you for your purchase!,O
Receipt #: 84382,O
AMC Theaters,STORE
Date: 2025-04-03,DATE
Total: $11.16,TOTAL
game streaming movie $11.16,ITEM
Thank you for your purchase!,O
Receipt #: 87450,O
Miscellaneous,STORE
Date: 2025-04-05,DATE
Total: $525.10,TOTAL
general payment #8121 $525.10,ITEM
Thank you for your purchase!,O
Receipt #: 74262,O
Xbox,STORE
Date: 2025-04-11,DATE
Total: $13.83,TOTAL
movie streaming #8512 $13.83,ITEM
Thank you for your purchase!,O
Receipt #: 82022,O
Water Service,STORE
Date: 2025-04-05,DATE
Total: $265.35,TOTAL
payment $265.35,ITEM
Thank you for your purchase!,O
Receipt #: 67400,O
Xbox,STORE
Date: 2025-04-20,DATE
Total: $30.70,TOTAL
entertainment $30.70,ITEM
Thank you for your purchase!,O
Receipt #: 87600,O
Local Clinic,STORE
Date: 2025-04-11,DATE
Total: $232.93,TOTAL
health medicine medical $232.93,ITEM
Thank you for your purchase!,O
Receipt #: 63984,O
Nike,STORE
Date: 2025-04-17,DATE
Total: $189.90,TOTAL
accessories purchase #4725 $189.90,ITEM
Thank you for your purchase!,O
Receipt #: 15337,O
Quest Diagnostics,STORE
Date: 2025-04-20,DATE
Total: $362.73,TOTAL
medicine medical prescription $362.73,ITEM
Thank you for your purchase!,O
Receipt #: 20436,O
Uber,STORE
Date: 2025-04-07,DATE
Total: $7.02,TOTAL
transit #1535 $7.02,ITEM
Thank you for your purchase!,O
Receipt #: 49424,O
Miscellaneous,STORE
Date: 2025-04-14,DATE
Total: $805.22,TOTAL
general service payment $805.22,ITEM
Thank you for your purchase!,O
Receipt #: 24074,O
Trader Joes,STORE
Date: 2025-03-26,DATE
Total: $63.33,TOTAL
meat groceries $63.33,ITEM
Thank you for your purchase!,O
Receipt #: 80359,O
Steam,STORE
Date: 2025-04-02,DATE
Total: $32.38,TOTAL
entertainment $32.38,ITEM
Thank you for your purchase!,O
Receipt #: 84191,O
Miscellaneous,STORE
Date: 2025-04-05,DATE
Total: $326.70,TOTAL
misc $326.70,ITEM
Thank you for your purchase!,O
Receipt #: 83460,O
BP,STORE
Date: 2025-04-06,DATE
Total: $46.09,TOTAL
gas fuel $46.09,ITEM
Thank you for your purchase!,O
Receipt #: 84507,O
Lyft,STORE
Date: 2025-03-30,DATE
Total: $67.65,TOTAL
gas transportation transit $67.65,ITEM
Thank you for your purchase!,O
Receipt #: 29695,O
Local Clinic,STORE
Date: 2025-03-30,DATE
Total: $456.44,TOTAL
medical medicine #2117 $456.44,ITEM
Thank you for your purchase!,O
Receipt #: 30206,O
Trader Joes,STORE
Date: 2025-04-09,DATE
Total: $102.47,TOTAL
food groceries produce $102.47,ITEM
Thank you for your purchase!,O
Receipt #: 10375,O
Steam,STORE
Date: 2025-03-29,DATE
Total: $34.32,TOTAL
streaming movie $34.32,ITEM
Thank you for your purchase!,O
Receipt #: 31264,O
Local Clinic,STORE
Date: 2025-04-06,DATE
Total: $420.79,TOTAL
doctor medical $420.79,ITEM
Thank you for your purchase!,O
Receipt #: 76594,O
Walmart,STORE
Date: 2025-03-30,DATE
Total: $91.23,TOTAL
meat bread produce #4431 $91.23,ITEM
Thank you for your purchase!,O
Receipt #: 80297,O
Miscellaneous,STORE
Date: 2025-04-05,DATE
Total: $655.64,TOTAL
payment service #3625 $655.64,ITEM
Thank you for your purchase!,O
Receipt #: 25853,O
Netflix,STORE
Date: 2025-04-08,DATE
Total: $14.26,TOTAL
entertainment movie game $14.26,ITEM
Thank you for your purchase!,O
Receipt #: 51637,O
Local Restaurant,STORE
Date: 2025-04-02,DATE
Total: $321.39,TOTAL
meal dinner #9820 $321.39,ITEM
Thank you for your purchase!,O
Receipt #: 16028,O
AT&T,STORE
Date: 2025-04-18,DATE
Total: $485.06,TOTAL
utility $485.06,ITEM
Thank you for your purchase!,O
Receipt #: 73495,O
Kroger,STORE
Date: 2025-04-17,DATE
Total: $20.46,TOTAL
food produce dairy $20.46,ITEM
Thank you for your purchase!,O
Receipt #: 61704,O
Electric Company,STORE
Date: 2025-04-03,DATE
Total: $551.29,TOTAL
monthly $551.29,ITEM
Thank you for your purchase!,O
Receipt #: 55199,O
Kroger,STORE
Date: 2025-04-12,DATE
Total: $182.77,TOTAL
dairy meat $182.77,ITEM
Thank you for your purchase!,O
Receipt #: 48215,O
AMC Theaters,STORE
Date: 2025-04-16,DATE
Total: $40.03,TOTAL
music game #3956 $40.03,ITEM
Thank you for your purchase!,O
Receipt #: 54593,O
Uber,STORE
Date: 2025-04-18,DATE
Total: $51.65,TOTAL
transportation fuel taxi $51.65,ITEM
Thank you for your purchase!,O
Receipt #: 39180,O
Water Service,STORE
Date: 2025-04-11,DATE
Total: $598.47,TOTAL
service monthly payment #1301 $598.47,ITEM
Thank you for your purchase!,O
Receipt #: 84625,O
Miscellaneous,STORE
Date: 2025-03-25,DATE
Total: $49.87,TOTAL
general misc $49.87,ITEM
Thank you for your purchase!,O
Receipt #: 78767,O
AMC Theaters,STORE
Date: 2025-04-15,DATE
Total: $28.58,TOTAL
music streaming movie #3914 $28.58,ITEM
Thank you for your purchase!,O
Receipt #: 23149,O
McDonalds,STORE
Date: 2025-03-30,DATE
Total: $468.31,TOTAL
